locus_tag,gene_name,start,end,strand,gene_product,COG,uniprot
SACI_RS01380,SACI_RS01380,240312,240680,+,DUF1634 domain-containing protein,S,A0A0U2W4U5
SACI_RS01385,SACI_RS01385,240684,241187,+,hypothetical protein,X,A0A0U3F873
SACI_RS01390,SACI_RS01390,241184,241621,+,hypothetical protein,X,A0A0U2X0W5
SACI_RS01395,SACI_RS01395,241651,242223,-,DedA family protein,S,A0A0U2Y936
SACI_RS01400,SACI_RS01400,242410,242832,-,hypothetical protein,X,A0A0U3HAS9
SACI_RS01405,SACI_RS01405,243042,243431,+,CBS domain-containing protein,S,A0A0U3GWC2
SACI_RS01410,SACI_RS01410,243777,244802,-,AAA family ATPase,S,A0A0U3GPB8
SACI_RS01415,SACI_RS01415,245249,245980,+,electron transfer flavoprotein subunit beta/FixA family protein,C,A0A0U3GGS4
SACI_RS01420,SACI_RS01420,245977,246822,+,electron transfer flavoprotein subunit alpha/FixB family protein,C,A0A0U2NFR7
SACI_RS01425,SACI_RS01425,246819,248042,+,FAD-dependent oxidoreductase,C,A0A0U3FPH4
SACI_RS01430,SACI_RS01430,248275,248544,-,4Fe-4S dicluster domain-containing protein,C,A0A0U3FNM7
SACI_RS01435,SACI_RS01435,248681,250162,-,glycogen/starch/alpha-glucan phosphorylase,M,A0A0U2Y1A6
SACI_RS01440,SACI_RS01440,250405,251655,-,MFS transporter,G,A0A0U3GTP3
SACI_RS01445,SACI_RS01445,251845,252864,-,PTO1314 family radical SAM protein,P,A0A0U3H336
SACI_RS01450,SACI_RS01450,253148,253456,+,hypothetical protein,X,A0A0U3FNJ1
SACI_RS01455,SACI_RS01455,253488,254336,-,hypothetical protein,X,A0A0U2N9Z8
SACI_RS01460,SACI_RS01460,254513,255835,+,FAD-binding oxidoreductase,C,A0A0U3HES9
SACI_RS01465,SACI_RS01465,255832,256359,+,nicotinamide-nucleotide adenylyltransferase,F,A0A0U3FG74
SACI_RS01470,SACI_RS01470,256423,257034,-,DUF981 domain-containing protein,S,A0A0U3GQJ3
SACI_RS01475,SACI_RS01475,257424,258044,+,haloacid dehalogenase type II,S,A0A0U3FXT0
SACI_RS01480,SACI_RS01480,258054,258365,-,MIase like protein,H,A0A0U2X0V3
SACI_RS01485,SACI_RS01485,258506,259060,-,hypothetical protein,X,A0A0U2Y921
SACI_RS01490,SACI_RS01490,259029,260429,-,selenium-binding family protein,S,A0A0U3HAR4
SACI_RS01495,acs,260644,262641,-,acetate--CoA ligase,I,A0A0U3HAP5
SACI_RS01500,SACI_RS01500,262775,263521,-,lipoate--protein ligase family protein,H,A0A0U3FWG0
SACI_RS01505,SACI_RS01505,263557,263805,+,biotin attachment protein,C,A0A0U2VW51
SACI_RS01510,lipA,263807,264667,+,lipoyl synthase,H,A0A0U3HM95
SACI_RS01515,SACI_RS01515,264639,265436,+,lipoate--protein ligase family protein,H,A0A0U3FNL3
SACI_RS01520,SACI_RS01520,265590,265811,+,hypothetical protein,X,A0A0U2Y181
SACI_RS01525,SACI_RS01525,265913,266725,+,CoA ester lyase,G,A0A0U3H2Z1
SACI_RS01530,SACI_RS01530,266713,267117,-,PaaI family thioesterase,Q,A0A0U3GUS9
SACI_RS01535,SACI_RS01535,267219,267641,+,hypothetical protein,X,A0A0U3FNH5
SACI_RS01540,SACI_RS01540,267785,269614,+,electron transfer flavoprotein subunit alpha,C,A0A0U2N9Z4
SACI_RS01545,SACI_RS01545,269618,270802,+,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3HER5
SACI_RS01550,SACI_RS01550,270799,271089,+,ferredoxin family protein,C,A0A0U2W4R3
SACI_RS01555,fdhD,271192,271953,-,formate dehydrogenase accessory sulfurtransferase FdhD,C,A0A0U3FXK9
SACI_RS01560,SACI_RS01560,271925,272290,-,DUF1641 domain-containing protein,S,A0A0U2X0U3
SACI_RS01565,fdhF,272254,275184,-,formate dehydrogenase subunit alpha,C,A0A0U2Y905
SACI_RS01570,SACI_RS01570,275396,276538,-,2'-5' RNA ligase family protein,S,A0A0U3H3W5
SACI_RS01575,SACI_RS01575,276696,276938,+,hypothetical protein,X,A0A0U3GW91
SACI_RS01580,SACI_RS01580,276935,277333,+,type II toxin-antitoxin system VapC family toxin,V,A0A0U3GGN3
SACI_RS01585,SACI_RS01585,277460,278311,-,sulfite exporter TauE/SafE family protein,S,A0A0U2VW32
SACI_RS01590,SACI_RS01590,278371,279282,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,C,A0A0U3FPF4
SACI_RS01595,SACI_RS01595,279279,279971,-,4Fe-4S dicluster domain-containing protein,C,A0A0U2WT74
SACI_RS01600,SACI_RS01600,279958,280641,-,hypothetical protein,X,A0A0U2Y162
SACI_RS01605,SACI_RS01605,280685,281782,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein,C,A0A0U3GTK9
SACI_RS01610,SACI_RS01610,281837,283147,-,heterodisulfide reductase subunit B,C,A0A0U3GUQ8
SACI_RS01615,SACI_RS01615,283670,283903,+,sulfurtransferase TusA family protein,O,A0A0U3FNF5
SACI_RS01620,SACI_RS01620,283916,285073,+,NAD(P)/FAD-dependent oxidoreductase,S,A0A0U3H3H3
SACI_RS01625,SACI_RS01625,285075,285455,+,DsrE family protein,S,A0A0U3GP07
SACI_RS01630,SACI_RS01630,285461,286381,+,DUF1641 domain-containing protein,S,A0A0U3H7G2
SACI_RS01635,SACI_RS01635,286554,287396,-,4Fe-4S dicluster domain-containing protein,C,A0A0U3FG46
SACI_RS01640,SACI_RS01640,287471,287713,-,sulfurtransferase TusA family protein,O,A0A0U3F829
SACI_RS01645,SACI_RS01645,287725,288156,-,DsrE/DsrF/DrsH-like family protein,S,A0A0U3GKJ1
SACI_RS01650,SACI_RS01650,288292,288693,+,DsrE family protein,O,A0A0U2Y8Z1
SACI_RS01655,SACI_RS01655,288700,290034,+,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3HAN5
SACI_RS01660,SACI_RS01660,290021,290362,+,hypothetical protein,X,A0A0U3HAL4
SACI_RS01665,SACI_RS01665,290359,290910,+,thioredoxin family protein,O,A0A0U3GW70
SACI_RS01670,SACI_RS01670,290876,291247,-,hypothetical protein,X,A0A0U2NFM9
SACI_RS01675,SACI_RS01675,291259,292092,-,peptidoglycan DD-metalloendopeptidase family protein,X,UPI000055222E
SACI_RS01680,SACI_RS01680,292093,293148,-,radical SAM protein,S,A0A0U3FPA0
SACI_RS01685,SACI_RS01685,293145,294050,-,radical SAM protein,S,A0A0U2WT55
SACI_RS01690,SACI_RS01690,294047,295081,-,lipoate--protein ligase family protein,H,A0A0U2Y143
SACI_RS01695,SACI_RS01695,295433,295783,-,hypothetical protein,X,A0A0U3GTJ3
SACI_RS01700,SACI_RS01700,295803,296297,-,HAD family hydrolase,X,A0A0U3GUP1
SACI_RS01705,SACI_RS01705,296337,296777,+,glycine cleavage system protein H,E,A0A0U3FNE1
SACI_RS01710,SACI_RS01710,296924,297373,+,glycine cleavage system protein H,E,A0A0U2N9U9
SACI_RS01715,SACI_RS01715,297373,298470,+,lipoate--protein ligase family protein,H,A0A0U3HEN6
SACI_RS01720,SACI_RS01720,298665,299114,+,hypothetical protein,X,A0A0U2W4N3
SACI_RS01725,SACI_RS01725,299111,299536,+,OsmC family protein,O,A0A0U3F807
SACI_RS01730,SACI_RS01730,299571,299894,+,hypothetical protein,X,A0A0U3GKH9
SACI_RS01735,SACI_RS01735,300074,300883,-,winged helix-turn-helix transcriptional regulator,K,A0A0U3GLQ5
SACI_RS01740,SACI_RS01740,300888,301091,-,DUF1059 domain-containing protein,S,A0A0U3H3T8
SACI_RS01745,SACI_RS01745,301187,301546,+,DUF1059 domain-containing protein,S,A0A0U3HAK7
SACI_RS01750,SACI_RS01750,301629,302027,-,hypothetical protein,X,A0A0U3GGJ8
SACI_RS01755,SACI_RS01755,302192,303019,-,DUF929 domain-containing protein,S,A0A0U2VVZ8
SACI_RS01760,SACI_RS01760,303121,304209,+,hypothetical protein,X,M1ISI4
SACI_RS01765,SACI_RS01765,304321,305724,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,J,A0A0U2WT36
SACI_RS01770,SACI_RS01770,305965,306162,-,DNA-binding protein,J,A0A0U2Y129
SACI_RS01775,SACI_RS01775,306262,308013,-,molybdopterin-dependent oxidoreductase,C,A0A0U3H2U8
SACI_RS01780,SACI_RS01780,308088,309284,-,cation:proton antiporter,P,A0A0U3H2Y0
SACI_RS01785,SACI_RS01785,309342,310304,+,hypothetical protein,X,A0A0U3FND3
SACI_RS01790,SACI_RS01790,310301,311020,+,CoA-transferase,I,A0A0U3H3E6
SACI_RS01795,SACI_RS01795,311021,311776,-,CoA transferase subunit A,I,A0A0U3HEL9
SACI_RS01800,SACI_RS01800,311901,313418,-,hydantoinase B/oxoprolinase family protein,E,A0A0U2W4M5
SACI_RS01805,SACI_RS01805,313415,315337,-,hydantoinase/oxoprolinase family protein,E,A0A0U3FXH1
SACI_RS01810,SACI_RS01810,315526,316125,+,class I SAM-dependent methyltransferase,Q,A0A0U2X0R3
SACI_RS01815,SACI_RS01815,316330,317448,+,MFS transporter,G,A0A0U3GLP0
SACI_RS01820,SACI_RS01820,317678,320026,+,M1 family metallopeptidase,E,A0A0U3HAK8
SACI_RS01825,leuS,320018,322846,-,leucine--tRNA ligase,J,A0A0U3GW39
SACI_RS01830,SACI_RS01830,322873,323916,-,radical SAM/SPASM domain-containing protein,S,UPI000055224D
SACI_RS01835,SACI_RS01835,323928,325199,-,M20/M25/M40 family metallo-hydrolase,E,A0A0U2NFK5
SACI_RS01840,SACI_RS01840,325232,325546,+,hypothetical protein,X,A0A0U3HM31
SACI_RS01845,priX,325607,326065,-,DNA primase noncatalytic subunit PriX,X,A0A0U2WT28
SACI_RS01850,SACI_RS01850,326072,327019,-,adenine nucleotide alpha hydrolase family protein,D,A0A0U3FFJ9
SACI_RS01855,SACI_RS01855,327075,327767,+,hypothetical protein,E,A0A0U3GTG6
SACI_RS01860,sfsA,327735,328412,-,DNA/RNA nuclease SfsA,S,A0A0U3H2V9
SACI_RS01865,SACI_RS01865,328420,329226,-,NAD-dependent deacylase,K,UPI0000552254
SACI_RS01870,SACI_RS01870,329597,329791,+,hypothetical protein,X,A0A0U3H3D3
SACI_RS01875,SACI_RS01875,329797,331356,+,sodium:solute symporter,E,A0A0U3GK45
SACI_RS01880,SACI_RS01880,331631,331996,+,DUF2203 domain-containing protein,S,A0A0U3HEK3
SACI_RS01885,SACI_RS01885,331983,332858,-,NAD(P)-dependent oxidoreductase,C,A0A0U2W4K2
SACI_RS01890,SACI_RS01890,333031,333417,-,hypothetical protein,X,A0A0U3F7X6
SACI_RS01895,SACI_RS01895,333604,333846,+,Rdx family protein,S,A0A0U2X0P4
SACI_RS01900,SACI_RS01900,333891,334880,-,ABC transporter permease,V,A0A0U3GLM0
SACI_RS01905,SACI_RS01905,334855,335682,-,ABC transporter ATP-binding protein,V,UPI000055225D
SACI_RS01910,SACI_RS01910,335633,336574,+,AIR synthase family protein,O,A0A0U3GW27
SACI_RS01915,SACI_RS01915,336546,337037,+,NTP transferase domain-containing protein,H,A0A0U3FW92
SACI_RS01920,SACI_RS01920,337037,337783,+,DUF1614 domain-containing protein,S,A0A0U2NFJ4
SACI_RS01925,SACI_RS01925,337776,338063,-,hypothetical protein,X,A0A0U3HM19
SACI_RS01930,cobM,338070,338867,-,precorrin-4 C(11)-methyltransferase,H,A0A0U2WT12
SACI_RS01935,SACI_RS01935,338854,339525,-,cobalt-factor II C(20)-methyltransferase,H,A0A0U2Y0Z8
SACI_RS01940,cbiT,339522,340100,-,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) subunit CbiT,H,A0A0U3GTE2
SACI_RS01945,SACI_RS01945,340097,341143,-,cobalt-precorrin-5B (C(1))-methyltransferase,H,A0A0U3GUJ7
SACI_RS01950,SACI_RS01950,341130,341885,-,precorrin-3B C(17)-methyltransferase,H,A0A0U3HBF9
SACI_RS01955,SACI_RS01955,341882,342883,-,precorrin-8X methylmutase,H,A0A0U3H2U5
SACI_RS01960,SACI_RS01960,343100,343756,-,cobalt-precorrin-7 (C(5))-methyltransferase,H,A0A0U3GNU8
SACI_RS01965,cbiG,343749,344726,-,cobalt-precorrin 5A hydrolase,H,A0A0U2N9S3
SACI_RS01970,SACI_RS01970,344723,345553,-,isoaspartyl peptidase/L-asparaginase,E,A0A0U3FXF5
SACI_RS01975,SACI_RS01975,345824,347152,-,hypothetical protein,X,A0A0U3FFY5
SACI_RS01980,SACI_RS01980,347149,347688,-,hypothetical protein,X,M1IA13
SACI_RS01985,SACI_RS01985,347699,348319,-,hypothetical protein,X,A0A0U2Y8S3
SACI_RS01990,SACI_RS01990,348651,348956,-,hypothetical protein,X,A0A0U3GKG0
SACI_RS01995,SACI_RS01995,348931,349482,-,hypothetical protein,X,M1IN85
SACI_RS02000,SACI_RS02000,349813,350493,+,hypothetical protein,X,A0A0U3GLK3
SACI_RS02005,SACI_RS02005,350533,351552,+,alcohol dehydrogenase catalytic domain-containing protein,C,A0A0U3FW75
SACI_RS11520,SACI_RS11520,351460,352395,-,cobalamin biosynthesis protein,H,A0A0U3GW08
SACI_RS02010,cobS,352350,353108,-,adenosylcobinamide-GDP ribazoletransferase,H,A0A0U3GGE6
SACI_RS02015,SACI_RS02015,353123,354502,+,cobyric acid synthase,H,A0A0U2VVU6
SACI_RS02020,SACI_RS02020,354525,355646,+,7-cyano-7-deazaguanine synthase,F,A0A0U3FP39
SACI_RS02025,htpX,355615,356610,-,zinc metalloprotease HtpX,O,A0A0U3GTC8
SACI_RS02030,SACI_RS02030,356672,357079,+,CBS domain-containing protein,S,A0A0U3GUI2
SACI_RS02035,SACI_RS02035,357086,357301,+,hypothetical protein,X,A0A0U3HBE6
SACI_RS02040,SACI_RS02040,357389,358888,+,hypothetical protein,S,A0A0U3H2S9
SACI_RS02045,SACI_RS02045,358904,359723,+,aldolase,G,
SACI_RS02050,SACI_RS02050,359720,360874,+,glycosyltransferase family 39 protein,M,A0A0U2N9R0
SACI_RS02055,SACI_RS02055,360871,361644,+,sugar nucleotidyltransferase,M,A0A0U3HEH4
SACI_RS02060,SACI_RS02060,361697,362878,-,NAD-dependent epimerase/dehydratase family protein,M,A0A0U3FFX6
SACI_RS02065,SACI_RS02065,362924,363823,+,ATPase,G,A0A0U3F7U3
SACI_RS02070,SACI_RS02070,363809,365248,-,gamma-glutamyltransferase,E,A0A0U3GKF7
SACI_RS02075,SACI_RS02075,365289,365651,+,hypothetical protein,X,A0A0U3GLI8
SACI_RS02080,SACI_RS02080,365641,365886,+,hypothetical protein,S,A0A0U3H3M4
SACI_RS02085,SACI_RS02085,365887,368208,+,tRNA(Met) cytidine acetyltransferase,J,A0A0U3GVZ2
SACI_RS02090,SACI_RS02090,368235,368996,-,hypothetical protein,X,A0A0U3HLY9
SACI_RS02095,SACI_RS02095,369276,369596,+,hypothetical protein,X,A0A0U3FNA5
SACI_RS02100,SACI_RS02100,369796,371196,+,APC family permease,S,M1IZQ2
SACI_RS02105,SACI_RS02105,371319,371498,+,hypothetical protein,X,A0A0U2WSY1
SACI_RS02110,SACI_RS02110,372078,372728,-,protein-L-isoaspartate O-methyltransferase,J,A0A0U3GUG7
SACI_RS02115,SACI_RS02115,372725,374482,-,ATP-binding protein,L,UPI0000552286
SACI_RS02120,SACI_RS02120,374461,375144,-,DNA double-strand break repair nuclease NurA,S,A0A0U3GVQ9
SACI_RS02125,SACI_RS02125,375206,376042,+,hypothetical protein,H,A0A0U2Y4R1
SACI_RS02130,SACI_RS02130,376272,376916,+,hypothetical protein,X,A0A0U3HBD4
SACI_RS02135,SACI_RS02135,376931,377545,+,M50 family peptidase,S,A0A0U3H2Q7
SACI_RS02140,SACI_RS02140,377559,378125,+,rhomboid family intramembrane serine protease,O,A0A0U3GNR4
SACI_RS02145,SACI_RS02145,378298,378867,+,adenylate kinase family protein,F,A0A0U2N9Q1
SACI_RS02150,SACI_RS02150,378880,379767,+,Mrp/NBP35 family ATP-binding protein,D,A0A0U3FXD9
SACI_RS02155,SACI_RS02155,379764,379976,-,hypothetical protein,X,A0A0U3FFV9
SACI_RS02160,SACI_RS02160,380078,380428,+,MarR family transcriptional regulator,K,A0A0U2Y8Q0
SACI_RS02165,SACI_RS02165,380399,381127,-,5-formyltetrahydrofolate cyclo-ligase,H,UPI0000552292
SACI_RS02170,SACI_RS02170,381108,381671,-,LysE family transporter,E,A0A0U3HAF0
SACI_RS02175,SACI_RS02175,381830,382318,+,helix-turn-helix domain-containing protein,U,A0A0U3HAC8
SACI_RS02180,SACI_RS02180,382309,383454,-,tryptophan--tRNA ligase,J,A0A0U3FW41
SACI_RS02185,SACI_RS02185,383513,384157,-,hypothetical protein,D,UPI0000552296
SACI_RS02190,SACI_RS02190,384233,384937,+,alanyl-tRNA editing protein,J,A0A0U3HLW6
SACI_RS02195,SACI_RS02195,385017,385448,-,GtrA family protein,M,A0A0U3FN86
SACI_RS02200,SACI_RS02200,385508,386461,-,histidinol-phosphate aminotransferase family protein,E,A0A0U3FFE1
SACI_RS02205,SACI_RS02205,386458,386994,-,helix-turn-helix domain-containing protein,S,A0A0U3H6L5
SACI_RS02210,SACI_RS02210,387109,387423,+,4Fe-4S binding protein,C,A0A0U2WSW9
SACI_RS02220,coaBC,387787,389016,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,H,A0A0U2Y0U2
SACI_RS02225,rimI,389060,389566,+,ribosomal protein S18-alanine N-acetyltransferase,S,A0A0U3H2L6
SACI_RS02230,SACI_RS02230,389546,390001,-,hypothetical protein,S,A0A0U3H367
SACI_RS02235,SACI_RS02235,389973,390845,-,triphosphoribosyl-dephospho-CoA synthase,H,A0A0U3GNQ3
SACI_RS02240,SACI_RS02240,390814,391728,-,nucleotidyltransferase,S,A0A0U2N9P2
SACI_RS02245,SACI_RS02245,391695,392597,-,DUF1464 family protein,C,A0A0U3FXB9
SACI_RS02250,SACI_RS02250,392594,393088,-,hypothetical protein,X,A0A0U2X0I3
SACI_RS02255,SACI_RS02255,393159,393815,-,hypothetical protein,X,A0A0U2Y8N2
SACI_RS02260,SACI_RS02260,394110,394478,-,type II toxin-antitoxin system VapC family toxin,S,A0A0U3F7R1
SACI_RS02265,SACI_RS02265,394465,394713,-,antitoxin VapB family protein,S,A0A0U3HAB7
SACI_RS11525,SACI_RS11525,395217,395393,-,integrase,S,
SACI_RS02275,SACI_RS02275,395689,397623,+,ATP-binding protein,I,Q4JBF1
SACI_RS02280,SACI_RS02280,397638,399005,+,hypothetical protein,X,A0A0U3H3J6
SACI_RS02285,SACI_RS02285,399028,399954,-,phosphoadenosine phosphosulfate reductase family protein,C,A0A0U3HLU9
SACI_RS02290,SACI_RS02290,399956,400609,-,hypothetical protein,S,A0A0U3GG93
SACI_RS02295,SACI_RS02295,400738,400947,-,hypothetical protein,X,A0A0U3FFD0
SACI_RS02300,SACI_RS02300,400929,401072,-,ribbon-helix-helix protein%2C CopG family,S,UPI0002B25AF9
SACI_RS02305,SACI_RS02305,401100,401420,-,hypothetical protein,X,A0A0U3FNZ8
SACI_RS02310,SACI_RS02310,401417,401848,-,hypothetical protein,X,A0A0U2WSV4
SACI_RS02315,SACI_RS02315,402058,402366,-,hypothetical protein,X,A0A0U2Y0S7
SACI_RS02320,SACI_RS02320,402468,402758,+,hypothetical protein,X,A0A0U2NCG0
SACI_RS02325,SACI_RS02325,402755,403321,+,hypothetical protein,X,A0A0U3GNN5
SACI_RS02330,SACI_RS02330,403917,404216,+,winged helix-turn-helix transcriptional regulator,K,A0A0U3H2M7
SACI_RS02335,SACI_RS02335,404226,404513,-,winged helix-turn-helix transcriptional regulator,X,A0A0U3FN19
SACI_RS02340,SACI_RS02340,404875,405324,+,hypothetical protein,X,A0A0U2X0E9
SACI_RS11795,SACI_RS11795,405327,405494,-,hypothetical protein,X,UPI00005522B2
SACI_RS02345,SACI_RS02345,405583,405888,+,hypothetical protein,X,A0A0U2Y8L6
SACI_RS02350,SACI_RS02350,405920,407224,+,transposase,L,A0A0U3FFS7
SACI_RS02355,SACI_RS02355,407221,407430,-,MarR family transcriptional regulator,X,A0A0U3HAA2
SACI_RS02360,SACI_RS02360,407482,407775,-,MarR family transcriptional regulator,X,A0A0U3FW13
SACI_RS02365,SACI_RS02365,407848,408144,+,hypothetical protein,X,A0A0U2NF98
SACI_RS02370,SACI_RS02370,408515,409345,+,hypothetical protein,X,A0A0U3HLT3
SACI_RS02375,SACI_RS02375,409591,410127,-,hypothetical protein,X,A0A0U3FN65
SACI_RS02380,SACI_RS02380,410152,410490,-,hypothetical protein,X,UPI0002B26BC5
SACI_RS02385,SACI_RS02385,411379,412086,+,hypothetical protein,X,A0A0U2VVM8
SACI_RS02390,SACI_RS02390,412079,412927,+,hypothetical protein,X,A0A0U3GUC3
SACI_RS02395,SACI_RS02395,413083,413667,-,hypothetical protein,X,A0A0U3HB95
SACI_RS02400,SACI_RS02400,413893,414747,-,hypothetical protein,X,A0A0U2Y0S1
SACI_RS02405,SACI_RS02405,414882,415328,-,hypothetical protein,X,A0A0U3H2I4
SACI_RS02410,SACI_RS02410,415699,416682,-,hypothetical protein,X,A0A0U3GNL9
SACI_RS02415,SACI_RS02415,416669,417130,-,conjugal transfer protein,X,M1I2F7
SACI_RS02420,SACI_RS02420,417681,417860,+,hypothetical protein,L,A0A0U3FN09
SACI_RS02425,SACI_RS02425,417900,418895,+,transposase,L,M1ITB6
SACI_RS02430,SACI_RS02430,418892,419104,-,hypothetical protein,L,A0A0U2X0D2
SACI_RS02435,SACI_RS02435,419327,419875,+,hypothetical protein,X,A0A0U2W740
SACI_RS02440,SACI_RS02440,419872,420159,-,hypothetical protein,X,A0A0U3FFQ9
SACI_RS11495,SACI_RS11495,420271,420777,+,hypothetical protein,X,UPI0011BEF369
SACI_RS02455,SACI_RS02455,421091,421513,+,hypothetical protein,X,A0A0U3GLC2
SACI_RS02465,SACI_RS02465,422019,422438,+,hypothetical protein,X,A0A0U3HLS3
SACI_RS02470,SACI_RS02470,422475,423938,-,hypothetical protein,X,A0A0U3FN56
SACI_RS02475,SACI_RS02475,423985,425845,+,DUF87 domain-containing protein,X,
SACI_RS11530,SACI_RS11530,425847,426110,+,hypothetical protein,X,Q4JBA9
SACI_RS02480,SACI_RS02480,426068,426739,-,hypothetical protein,X,A0A0U2VVL2
SACI_RS11535,SACI_RS11535,426819,427622,-,integrase,S,UPI0002B29D24
SACI_RS02495,SACI_RS02495,428113,429474,-,ATP-binding protein,K,A0A0U3FNX0
SACI_RS02510,SACI_RS02510,431631,431930,-,transcriptional regulator,K,A0A0U2WSS9
SACI_RS02515,SACI_RS02515,431941,432504,-,hypothetical protein,X,A0A0U3HB79
SACI_RS02520,SACI_RS02520,432501,433196,-,SagB family peptide dehydrogenase,C,A0A0U3FJS8
SACI_RS02525,SACI_RS02525,433208,434512,-,YcaO-like family protein,H,A0A0U3H321
SACI_RS02530,SACI_RS02530,434491,435201,-,hypothetical protein,X,A0A0U2X2Y8
SACI_RS02535,SACI_RS02535,435514,436092,-,hypothetical protein,X,A0A0U3GP98
SACI_RS02540,SACI_RS02540,436289,437026,+,hypothetical protein,X,A0A0U3H2J6
SACI_RS02545,SACI_RS02545,437017,437649,+,ATP-binding cassette domain-containing protein,P,A0A0U3FMY9
SACI_RS02550,SACI_RS02550,438205,438699,-,hypothetical protein,X,A0A0U3FX76
SACI_RS02555,SACI_RS02555,438773,439246,+,hypothetical protein,X,A0A0U2X0B1
SACI_RS02560,SACI_RS02560,439307,439906,-,radical SAM protein,S,A0A0U3FFP4
SACI_RS11540,SACI_RS11540,440182,440412,+,hypothetical protein,S,
SACI_RS02570,SACI_RS02570,440555,440959,-,hypothetical protein,X,A0A0U3F7L4
SACI_RS02575,SACI_RS02575,441021,442124,-,S-methyl-5-thioribose-1-phosphate isomerase,J,UPI00005522E0
SACI_RS11800,SACI_RS11800,442246,442317,-,hypothetical protein,X,
SACI_RS11805,SACI_RS11805,442342,442446,-,putative integrase,X,UPI0002B2A397
SACI_RS02585,SACI_RS02585,442601,443578,-,phosphoesterase,S,A0A0U3FVT8
SACI_RS02590,SACI_RS02590,443595,444197,-,cysteine hydrolase,Q,A0A0U2NF55
SACI_RS02595,SACI_RS02595,444223,444813,-,endonuclease V,L,A0A0U3GVS3
SACI_RS02600,SACI_RS02600,444798,445265,-,dual specificity protein phosphatase family protein,T,A0A0U3FN28
SACI_RS02605,SACI_RS02605,445336,446121,+,KaiC domain-containing protein,T,A0A0U2VVJ0
SACI_RS02610,nadC,446113,446949,-,carboxylating nicotinate-nucleotide diphosphorylase,H,A0A0U3GT45
SACI_RS02615,SACI_RS02615,446949,447515,-,GMP synthase subunit A,F,A0A0U2WSR9
SACI_RS02620,SACI_RS02620,447582,449033,+,FAD-binding protein,H,A0A0U3HB63
SACI_RS02625,SACI_RS02625,449020,449487,+,NUDIX domain-containing protein,L,A0A0U3H2F5
SACI_RS02630,SACI_RS02630,449509,450867,-,RuvB-like helicase,K,A0A0U3GNI8
SACI_RS02635,SACI_RS02635,450973,451836,+,carbohydrate kinase family protein,G,A0A0U2W477
SACI_RS02640,SACI_RS02640,451833,452897,+,DNA polymerase IV,L,A0A0U3FX65
SACI_RS02645,SACI_RS02645,452874,453314,-,hypothetical protein,X,A0A0U3HE78
SACI_RS02650,SACI_RS02650,453329,454336,+,RNA 3'-terminal phosphate cyclase,J,A0A0U3FFM3
SACI_RS02655,SACI_RS02655,454323,455327,-,alcohol dehydrogenase catalytic domain-containing protein,C,A0A0U3F7J8
SACI_RS02660,SACI_RS02660,455333,456616,-,glutamine synthetase,E,A0A0U3HA49
SACI_RS02665,SACI_RS02665,456672,457448,-,class I SAM-dependent methyltransferase family protein,J,A0A0U3GKA0
SACI_RS02670,SACI_RS02670,457402,458550,-,amidohydrolase,F,A0A0U2NF24
SACI_RS02685,SACI_RS02685,459116,459649,+,archaemetzincin family Zn-dependent metalloprotease,O,A0A0U3H3D1
SACI_RS02690,SACI_RS02690,459626,460045,-,archease,J,A0A0U3GVQ8
SACI_RS11810,cedA2,460159,460317,-,DNA import protein CedA2,X,UPI00005522F4
SACI_RS02695,cedA,460333,461115,-,DNA import protein CedA,X,A0A0U3GG40
SACI_RS02700,cedA1,461116,461352,-,DNA import protein CedA1,X,A0A0U3GT29
SACI_RS02705,SACI_RS02705,461381,461929,-,AAA family ATPase,F,A0A0U3FNU0
SACI_RS02710,SACI_RS02710,461926,462189,-,50S ribosomal protein L34e,J,A0A0U2WSP2
SACI_RS02715,SACI_RS02715,462212,462646,-,hypothetical protein,X,A0A0U2Y0M7
SACI_RS02720,SACI_RS02720,462661,463245,-,adenylate kinase,F,A0A0U3GNI1
SACI_RS02725,secY,463249,464640,-,preprotein translocase subunit SecY,T,A0A0U3H2G4
SACI_RS02730,SACI_RS02730,464657,465091,-,50S ribosomal protein L15,J,A0A0U3FX46
SACI_RS02735,SACI_RS02735,465093,465563,-,50S ribosomal protein L30,J,A0A0U2N9J5
SACI_RS02740,SACI_RS02740,465560,466219,-,30S ribosomal protein S5,J,UPI0002B279CA
