locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS00995,SACI_RS00995,Saci_0206,167263,168642,-,FAD-binding protein,Energy production and conversion,A0A0U3FNW7,Op108
SACI_RS01000,SACI_RS01000,Saci_0207,168792,169754,+,FAD-binding oxidoreductase,Energy production and conversion,A0A0U3FFZ8,Op109
SACI_RS01005,SACI_RS01005,Saci_0208,169751,170665,-,2-oxoacid ferredoxin oxidoreductase subunit beta,Energy production and conversion,A0A0U2Y1J0,Op110
SACI_RS01010,SACI_RS01010,Saci_0209,170652,172535,-,2-oxoacid:acceptor oxidoreductase subunit alpha,Energy production and conversion,A0A0U3GV11,Op110
SACI_RS01015,SACI_RS01015,Saci_0210,172652,173464,-,hypothetical protein,No COG annotation,A0A0U3HBW9,Op111
SACI_RS01020,SACI_RS01020,Saci_0211,173496,174212,-,carbon-nitrogen hydrolase family protein,Coenzyme transport and metabolism,A0A0U3H3S9,Op111
SACI_RS01025,SACI_RS01025,Saci_0212,174209,175342,-,CBS domain-containing protein,Function unknown,A0A0U3GPA9,Op111
SACI_RS01030,SACI_RS01030,Saci_0213,175393,176433,+,acetoin utilization protein AcuC,Chromatin structure and dynamics,A0A0U2W4Z9,Op112
SACI_RS01035,purT,Saci_0214,176428,177624,-,formate-dependent phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,A0A0U3FGE0,Op113
SACI_RS01040,SACI_RS01040,Saci_0215,177638,178252,-,hypothetical protein,No COG annotation,A0A0U2X131,Op113
SACI_RS01045,SACI_RS01045,Saci_0216,178302,178952,+,phosphatidate cytidylyltransferase,No COG annotation,A0A0U3GKT8,Op114
SACI_RS01050,SACI_RS01050,Saci_0217,178908,179534,-,hypothetical protein,No COG annotation,A0A0U3HAY7,Op115
SACI_RS01055,SACI_RS01055,Saci_0218,179632,180072,+,hypothetical protein,No COG annotation,A0A0U3H461,Op116
SACI_RS01060,SACI_RS01060,Saci_0219,180060,181058,-,FAD-binding oxidoreductase,Amino acid transport and metabolism,A0A0U3FWM9,Op117
SACI_RS01065,SACI_RS01065,Saci_0220,181095,181892,+,hypothetical protein,No COG annotation,A0A0U2NFW2,Op118
SACI_RS01070,SACI_RS01070,Saci_0221,181889,182425,+,MogA/MoaB family molybdenum cofactor biosynthesis protein,Coenzyme transport and metabolism,A0A0U2VWC3,Op118
SACI_RS01075,SACI_RS01075,Saci_0222,182422,182907,+,DUF1286 domain-containing protein,Function unknown,A0A0U3FPN9,Op118
SACI_RS01080,SACI_RS01080,Saci_0223,183419,183763,-,PaREP1 family protein,Function unknown,UPI0009B5C84D,Op119
SACI_RS01085,SACI_RS01085,Saci_0224,183747,184130,-,PaREP1 family protein,Function unknown,M1IMM7,Op119
SACI_RS01090,SACI_RS01090,Saci_0225,186300,187166,+,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,A0A0U3GTV7,Op120
SACI_RS01095,SACI_RS01095,Saci_0226,187177,188112,+,sugar kinase,Carbohydrate transport and metabolism,A0A0U3H3A1,Op120
SACI_RS01100,SACI_RS01100,Saci_0227,188141,189664,+,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0U3FNP7,Op120
SACI_RS01105,SACI_RS01105,Saci_0228,189727,190044,-,Rieske 2Fe-2S domain-containing protein,Inorganic ion transport and metabolism,A0A0U2NA72,Op121
SACI_RS01110,SACI_RS01110,Saci_0229,190498,191061,+,hypothetical protein,No COG annotation,A0A0U3GP95,Op122
SACI_RS01115,SACI_RS01115,,191187,191366,-,hypothetical protein,No COG annotation,A0A0U2W4Y9,Op123
SACI_RS01120,SACI_RS01120,Saci_0230,191363,192301,-,mechanosensitive ion channel family protein,Cell wall/membrane/envelope biogenesis,A0A0U3F8B8,Op123
SACI_RS01125,SACI_RS01125,Saci_0231,192591,193658,+,encapsulin,Function unknown,A0A0U3GKS3,Op124
SACI_RS01130,SACI_RS01130,Saci_0232,193627,194217,-,hypothetical protein,No COG annotation,A0A0U2Y979,Op125
SACI_RS01135,SACI_RS01135,Saci_0233,194295,195149,+,lysine exporter LysO family protein,Function unknown,A0A0U3HAX4,Op126
SACI_RS01140,SACI_RS01140,Saci_0234,195146,196270,+,MFS transporter,Carbohydrate transport and metabolism,A0A0U3HAV7,Op126
SACI_RS01145,SACI_RS01145,Saci_0236,196255,196752,-,hypothetical protein,No COG annotation,A0A0U3FWL8,Op127
SACI_RS01150,SACI_RS01150,Saci_0237,196832,197806,+,hypothetical protein,Function unknown,A0A0U2NFV2,Op128
SACI_RS01155,SACI_RS01155,Saci_0238,197851,198606,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U3HMF8,Op129
SACI_RS01160,SACI_RS01160,Saci_0239,198658,199305,+,HAD-IA family hydrolase,Function unknown,A0A0U2WTF7,Op130
SACI_RS01165,SACI_RS01165,Saci_0240,199277,200863,-,B12-binding domain-containing radical SAM protein,Energy production and conversion,A0A0U2Y1G9,Op131
SACI_RS01170,SACI_RS01170,Saci_0241,201088,201432,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0U3GTU2,Op132
SACI_RS01175,SACI_RS01175,Saci_0242,201884,202708,+,cation transporter,Inorganic ion transport and metabolism,A0A0U3FS27,Op133
SACI_RS01180,SACI_RS01180,Saci_0243,202705,203805,-,citrate synthase,Energy production and conversion,A0A0U3GUY4,Op134
SACI_RS01190,prpB,Saci_0244,204081,204923,-,methylisocitrate lyase,Carbohydrate transport and metabolism,A0A0U2NA61,Op135
SACI_RS01195,SACI_RS01195,Saci_0245,204898,206193,-,MmgE/PrpD family protein,Function unknown,A0A0U3GP78,Op136
SACI_RS01200,SACI_RS01200,Saci_0246,206397,207317,+,malate dehydrogenase,Energy production and conversion,A0A0U2W4W9,Op137
SACI_RS01205,SACI_RS01205,Saci_0247,207319,208218,+,3-phosphoglycerate dehydrogenase,Energy production and conversion,A0A0U3FY02,Op137
SACI_RS01210,SACI_RS01210,Saci_0248,208297,208731,+,EVE domain-containing protein,Function unknown,UPI0009B59A42,Op138
SACI_RS01215,SACI_RS01215,Saci_0249,208803,209942,+,alanine--glyoxylate aminotransferase family protein,Amino acid transport and metabolism,A0A0U3HI91,Op139
SACI_RS01220,bluB,Saci_0250,209952,210617,+,5%2C6-dimethylbenzimidazole synthase,Energy production and conversion,A0A0U2X101,Op139
SACI_RS01225,SACI_RS01225,Saci_0251,210738,210971,-,hypothetical protein,No COG annotation,A0A0U3GLZ9,Op140
SACI_RS01230,SACI_RS01230,Saci_0252,211084,211569,-,3-isopropylmalate dehydratase small subunit,Amino acid transport and metabolism,A0A0U3H434,Op141
SACI_RS01235,SACI_RS01235,Saci_0253,211569,212813,-,3-isopropylmalate dehydratase large subunit,Amino acid transport and metabolism,A0A0U3GWF6,Op141
SACI_RS01240,tatC,Saci_0254,212877,213713,-,twin-arginine translocase subunit TatC,"Intracellular trafficking, secretion, and vesicular transport",A0A0U3FWJ9,Op142
SACI_RS01245,SACI_RS01245,Saci_0255,213685,214068,-,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0U2NFU1,Op143
SACI_RS01250,SACI_RS01250,Saci_0256,214096,214386,-,twin-arginine translocase TatA/TatE family subunit,"Intracellular trafficking, secretion, and vesicular transport",A0A0U3HME3,Op143
SACI_RS01255,SACI_RS01255,Saci_0257,214660,215376,+,ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0U2WTE5,Op144
SACI_RS01260,SACI_RS01260,Saci_0258,215373,217004,+,ABC transporter permease subunit,Inorganic ion transport and metabolism,A0A0U2Y1E3,Op144
SACI_RS01265,SACI_RS01265,Saci_0260,217169,218701,+,biotin carboxylase,Lipid transport and metabolism,A0A0U3H337,Op145
SACI_RS01270,SACI_RS01270,Saci_0261,218701,219204,+,biotin/lipoyl-binding protein,Lipid transport and metabolism,A0A0U3GUX2,Op145
SACI_RS01275,SACI_RS01275,Saci_0262,219222,220781,+,acyl-CoA carboxylase subunit beta,Lipid transport and metabolism,A0A0U3FNL5,Op145
SACI_RS01280,SACI_RS01280,Saci_0263,220907,223024,-,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0U2NA50,Op146
SACI_RS01285,SACI_RS01285,Saci_0264,223187,223384,+,ribbon-helix-helix protein%2C CopG family,Transcription,A0A0U3GP64,Op147
SACI_RS01290,SACI_RS01290,Saci_0265,223381,224352,+,inorganic phosphate transporter,Inorganic ion transport and metabolism,A0A0U3FGA6,Op147
SACI_RS01295,SACI_RS01295,Saci_0266,224341,225003,-,DUF47 family protein,Inorganic ion transport and metabolism,Q4JBZ7,Op148
SACI_RS01300,SACI_RS01300,Saci_0267,225059,226192,-,DUF763 domain-containing protein,Function unknown,A0A0U2X0Y1,Op149
SACI_RS01305,SACI_RS01305,Saci_0268,226230,226892,+,metallophosphatase family protein,Function unknown,A0A0U2Y947,Op150
SACI_RS01310,SACI_RS01310,Saci_0269,226899,227720,-,transposase,"Replication, recombination and repair",A0A0U3H415,Op151
SACI_RS01315,SACI_RS01315,Saci_0270,227747,228460,-,class II glutamine amidotransferase,Function unknown,A0A0U3HAS8,Op151
SACI_RS01320,SACI_RS01320,Saci_0271,228453,229148,-,MBL fold metallo-hydrolase,Function unknown,A0A0U3GGT6,Op151
SACI_RS01325,SACI_RS01325,Saci_0272,229242,230108,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Carbohydrate transport and metabolism,A0A0U2NFT1,Op152
SACI_RS01330,thiD,Saci_0273,230105,231292,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,A0A0U3FJT9,Op152
SACI_RS01335,cas4,Saci_0274,231354,231965,-,CRISPR-associated protein Cas4,Defense mechanisms,A0A0U3FPI9,Op153
SACI_RS01340,SACI_RS01340,Saci_0275,231969,233144,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0U3FNN9,Op153
SACI_RS01345,SACI_RS01345,Saci_0276,233183,233515,+,hypothetical protein,No COG annotation,UPI0002B28E20,Op154
SACI_RS01350,SACI_RS01350,Saci_0277,233532,234461,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3FFT6,Op154
SACI_RS01355,SACI_RS01355,Saci_0278,234430,235188,-,VIT1/CCC1 transporter family protein,Function unknown,A0A0U3GTR1,Op155
SACI_RS01360,SACI_RS01360,Saci_0279,235258,235728,-,AAA-associated domain-containing protein,Inorganic ion transport and metabolism,A0A0U3H356,Op156
SACI_RS01365,queC,Saci_0280,235769,237157,-,7-cyano-7-deazaguanine synthase QueC,Coenzyme transport and metabolism,A0A0U3FNJ9,Op156
SACI_RS01370,SACI_RS01370,Saci_0281,237191,239431,+,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0U2NA05,Op157
SACI_RS01375,SACI_RS01375,Saci_0282,239465,240322,+,sulfite exporter TauE/SafE family protein,Function unknown,UPI00005521F2,Op157
SACI_RS01380,SACI_RS01380,Saci_0283,240312,240680,+,DUF1634 domain-containing protein,Function unknown,A0A0U2W4U5,Op157
SACI_RS01385,SACI_RS01385,Saci_0284,240684,241187,+,hypothetical protein,No COG annotation,A0A0U3F873,Op157
SACI_RS01390,SACI_RS01390,Saci_0285,241184,241621,+,hypothetical protein,No COG annotation,A0A0U2X0W5,Op157
SACI_RS01395,SACI_RS01395,Saci_0286,241651,242223,-,DedA family protein,Function unknown,A0A0U2Y936,Op158
SACI_RS01400,SACI_RS01400,Saci_0287,242410,242832,-,hypothetical protein,No COG annotation,A0A0U3HAS9,Op159
SACI_RS01405,SACI_RS01405,Saci_0288,243042,243431,+,CBS domain-containing protein,Function unknown,A0A0U3GWC2,Op160
SACI_RS01410,SACI_RS01410,Saci_0289,243777,244802,-,AAA family ATPase,Function unknown,A0A0U3GPB8,Op161
SACI_RS01415,SACI_RS01415,Saci_0290,245249,245980,+,electron transfer flavoprotein subunit beta/FixA family protein,Energy production and conversion,A0A0U3GGS4,Op162
SACI_RS01420,SACI_RS01420,Saci_0291,245977,246822,+,electron transfer flavoprotein subunit alpha/FixB family protein,Energy production and conversion,A0A0U2NFR7,Op162
SACI_RS01425,SACI_RS01425,Saci_0292,246819,248042,+,FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3FPH4,Op162
SACI_RS01430,SACI_RS01430,Saci_0293,248275,248544,-,4Fe-4S dicluster domain-containing protein,Energy production and conversion,A0A0U3FNM7,Op163
SACI_RS01435,SACI_RS01435,Saci_0294,248681,250162,-,glycogen/starch/alpha-glucan phosphorylase,Cell wall/membrane/envelope biogenesis,A0A0U2Y1A6,Op164
SACI_RS01440,SACI_RS01440,Saci_0295,250405,251655,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3GTP3,Op165
SACI_RS01445,SACI_RS01445,Saci_0296,251845,252864,-,PTO1314 family radical SAM protein,Inorganic ion transport and metabolism,A0A0U3H336,Op166
SACI_RS01450,SACI_RS01450,Saci_0297,253148,253456,+,hypothetical protein,No COG annotation,A0A0U3FNJ1,Op167
SACI_RS01455,SACI_RS01455,Saci_0298,253488,254336,-,hypothetical protein,No COG annotation,A0A0U2N9Z8,Op168
SACI_RS01460,SACI_RS01460,Saci_0299,254513,255835,+,FAD-binding oxidoreductase,Energy production and conversion,A0A0U3HES9,Op169
SACI_RS01465,SACI_RS01465,Saci_0300,255832,256359,+,nicotinamide-nucleotide adenylyltransferase,Nucleotide transport and metabolism,A0A0U3FG74,Op169
SACI_RS01470,SACI_RS01470,Saci_0301,256423,257034,-,DUF981 domain-containing protein,Function unknown,A0A0U3GQJ3,Op170
SACI_RS01475,SACI_RS01475,Saci_0302,257424,258044,+,haloacid dehalogenase type II,Function unknown,A0A0U3FXT0,Op171
SACI_RS01480,SACI_RS01480,Saci_0303,258054,258365,-,MIase like protein,Coenzyme transport and metabolism,A0A0U2X0V3,Op172
SACI_RS01485,SACI_RS01485,Saci_0304,258506,259060,-,hypothetical protein,No COG annotation,A0A0U2Y921,Op173
SACI_RS01490,SACI_RS01490,Saci_0305,259029,260429,-,selenium-binding family protein,Function unknown,A0A0U3HAR4,Op173
SACI_RS01495,acs,Saci_0306,260644,262641,-,acetate--CoA ligase,Lipid transport and metabolism,A0A0U3HAP5,Op174
SACI_RS01500,SACI_RS01500,Saci_0307,262775,263521,-,lipoate--protein ligase family protein,Coenzyme transport and metabolism,A0A0U3FWG0,Op175
SACI_RS01505,SACI_RS01505,Saci_0308,263557,263805,+,biotin attachment protein,Energy production and conversion,A0A0U2VW51,Op176
SACI_RS01510,lipA,Saci_0309,263807,264667,+,lipoyl synthase,Coenzyme transport and metabolism,A0A0U3HM95,Op176
SACI_RS01515,SACI_RS01515,Saci_0310,264639,265436,+,lipoate--protein ligase family protein,Coenzyme transport and metabolism,A0A0U3FNL3,Op177
SACI_RS01520,SACI_RS01520,Saci_0311,265590,265811,+,hypothetical protein,No COG annotation,A0A0U2Y181,Op178
SACI_RS01525,SACI_RS01525,Saci_0312,265913,266725,+,CoA ester lyase,Carbohydrate transport and metabolism,A0A0U3H2Z1,Op179
SACI_RS01530,SACI_RS01530,Saci_0313,266713,267117,-,PaaI family thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3GUS9,Op180
SACI_RS01535,SACI_RS01535,Saci_0314,267219,267641,+,hypothetical protein,No COG annotation,A0A0U3FNH5,Op181
SACI_RS01540,SACI_RS01540,Saci_0315,267785,269614,+,electron transfer flavoprotein subunit alpha,Energy production and conversion,A0A0U2N9Z4,Op182
SACI_RS01545,SACI_RS01545,Saci_0316,269618,270802,+,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3HER5,Op182
SACI_RS01550,SACI_RS01550,Saci_0317,270799,271089,+,ferredoxin family protein,Energy production and conversion,A0A0U2W4R3,Op182
SACI_RS01555,fdhD,Saci_0318,271192,271953,-,formate dehydrogenase accessory sulfurtransferase FdhD,Energy production and conversion,A0A0U3FXK9,Op183
SACI_RS01560,SACI_RS01560,Saci_0319,271925,272290,-,DUF1641 domain-containing protein,Function unknown,A0A0U2X0U3,Op184
SACI_RS01565,fdhF,Saci_0320,272254,275184,-,formate dehydrogenase subunit alpha,Energy production and conversion,A0A0U2Y905,Op184
SACI_RS01570,SACI_RS01570,Saci_0321,275396,276538,-,2'-5' RNA ligase family protein,Function unknown,A0A0U3H3W5,Op185
SACI_RS01575,SACI_RS01575,Saci_0322,276696,276938,+,hypothetical protein,No COG annotation,A0A0U3GW91,Op186
SACI_RS01580,SACI_RS01580,Saci_0323,276935,277333,+,type II toxin-antitoxin system VapC family toxin,Defense mechanisms,A0A0U3GGN3,Op186
SACI_RS01585,SACI_RS01585,Saci_0324,277460,278311,-,sulfite exporter TauE/SafE family protein,Function unknown,A0A0U2VW32,Op187
SACI_RS01590,SACI_RS01590,Saci_0325,278371,279282,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,Energy production and conversion,A0A0U3FPF4,Op188
SACI_RS01595,SACI_RS01595,Saci_0326,279279,279971,-,4Fe-4S dicluster domain-containing protein,Energy production and conversion,A0A0U2WT74,Op188
SACI_RS01600,SACI_RS01600,Saci_0327,279958,280641,-,hypothetical protein,No COG annotation,A0A0U2Y162,Op188
SACI_RS01605,SACI_RS01605,Saci_0328,280685,281782,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein,Energy production and conversion,A0A0U3GTK9,Op189
SACI_RS01610,SACI_RS01610,Saci_0329,281837,283147,-,heterodisulfide reductase subunit B,Energy production and conversion,A0A0U3GUQ8,Op190
SACI_RS01615,SACI_RS01615,Saci_0330,283670,283903,+,sulfurtransferase TusA family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FNF5,Op191
SACI_RS01620,SACI_RS01620,Saci_0331,283916,285073,+,NAD(P)/FAD-dependent oxidoreductase,Function unknown,A0A0U3H3H3,Op191
SACI_RS01625,SACI_RS01625,Saci_0332,285075,285455,+,DsrE family protein,Function unknown,A0A0U3GP07,Op191
SACI_RS01630,SACI_RS01630,Saci_0333,285461,286381,+,DUF1641 domain-containing protein,Function unknown,A0A0U3H7G2,Op191
SACI_RS01635,SACI_RS01635,Saci_0334,286554,287396,-,4Fe-4S dicluster domain-containing protein,Energy production and conversion,A0A0U3FG46,Op192
SACI_RS01640,SACI_RS01640,Saci_0335,287471,287713,-,sulfurtransferase TusA family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3F829,Op193
SACI_RS01645,SACI_RS01645,Saci_0336,287725,288156,-,DsrE/DsrF/DrsH-like family protein,Function unknown,A0A0U3GKJ1,Op193
SACI_RS01650,SACI_RS01650,Saci_0337,288292,288693,+,DsrE family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y8Z1,Op194
SACI_RS01655,SACI_RS01655,Saci_0338,288700,290034,+,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3HAN5,Op194
SACI_RS01660,SACI_RS01660,Saci_0339,290021,290362,+,hypothetical protein,No COG annotation,A0A0U3HAL4,Op194
SACI_RS01665,SACI_RS01665,Saci_0340,290359,290910,+,thioredoxin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3GW70,Op194
SACI_RS01670,SACI_RS01670,Saci_0341,290876,291247,-,hypothetical protein,No COG annotation,A0A0U2NFM9,Op195
SACI_RS01675,SACI_RS01675,Saci_0342,291259,292092,-,peptidoglycan DD-metalloendopeptidase family protein,No COG annotation,UPI000055222E,Op195
SACI_RS01680,SACI_RS01680,Saci_0343,292093,293148,-,radical SAM protein,Function unknown,A0A0U3FPA0,Op195
SACI_RS01685,SACI_RS01685,Saci_0344,293145,294050,-,radical SAM protein,Function unknown,A0A0U2WT55,Op195
SACI_RS01690,SACI_RS01690,Saci_0345,294047,295081,-,lipoate--protein ligase family protein,Coenzyme transport and metabolism,A0A0U2Y143,Op195
SACI_RS01695,SACI_RS01695,Saci_0347,295433,295783,-,hypothetical protein,No COG annotation,A0A0U3GTJ3,Op196
SACI_RS01700,SACI_RS01700,Saci_0348,295803,296297,-,HAD family hydrolase,No COG annotation,A0A0U3GUP1,Op196
SACI_RS01705,SACI_RS01705,Saci_0349,296337,296777,+,glycine cleavage system protein H,Amino acid transport and metabolism,A0A0U3FNE1,Op197
SACI_RS01710,SACI_RS01710,Saci_0350,296924,297373,+,glycine cleavage system protein H,Amino acid transport and metabolism,A0A0U2N9U9,Op197
SACI_RS01715,SACI_RS01715,Saci_0351,297373,298470,+,lipoate--protein ligase family protein,Coenzyme transport and metabolism,A0A0U3HEN6,Op197
SACI_RS01720,SACI_RS01720,Saci_0352,298665,299114,+,hypothetical protein,No COG annotation,A0A0U2W4N3,Op198
SACI_RS01725,SACI_RS01725,Saci_0353,299111,299536,+,OsmC family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3F807,Op198
SACI_RS01730,SACI_RS01730,Saci_0354,299571,299894,+,hypothetical protein,No COG annotation,A0A0U3GKH9,Op198
SACI_RS01735,SACI_RS01735,Saci_0355,300074,300883,-,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3GLQ5,Op199
SACI_RS01740,SACI_RS01740,Saci_0356,300888,301091,-,DUF1059 domain-containing protein,Function unknown,A0A0U3H3T8,Op199
SACI_RS01745,SACI_RS01745,Saci_0357,301187,301546,+,DUF1059 domain-containing protein,Function unknown,A0A0U3HAK7,Op200
SACI_RS01750,SACI_RS01750,Saci_0358,301629,302027,-,hypothetical protein,No COG annotation,A0A0U3GGJ8,Op201
SACI_RS01755,SACI_RS01755,Saci_0359,302192,303019,-,DUF929 domain-containing protein,Function unknown,A0A0U2VVZ8,Op202
SACI_RS01760,SACI_RS01760,Saci_0360,303121,304209,+,hypothetical protein,No COG annotation,M1ISI4,Op203
SACI_RS01765,SACI_RS01765,Saci_0361,304321,305724,-,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A,"Translation, ribosomal structure and biogenesis",A0A0U2WT36,Op204
SACI_RS01770,SACI_RS01770,Saci_0362,305965,306162,-,DNA-binding protein,"Translation, ribosomal structure and biogenesis",A0A0U2Y129,Op205
SACI_RS01775,SACI_RS01775,Saci_0363,306262,308013,-,molybdopterin-dependent oxidoreductase,Energy production and conversion,A0A0U3H2U8,Op206
SACI_RS01780,SACI_RS01780,Saci_0364,308088,309284,-,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0U3H2Y0,Op207
SACI_RS01785,SACI_RS01785,Saci_0365,309342,310304,+,hypothetical protein,No COG annotation,A0A0U3FND3,Op208
